name,name_english,image,mp3,pdf,language,theme,subtheme,subtheme_no_language
l’étudiante,the student (girl),http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_school/student_girl.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_school/student_girl.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_school/student_girl_school_french.pdf,french,school_french,school_french,school
la cour de jeu,the playground,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_school/playground.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_school/playground.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_school/playground_school_french.pdf,french,school_french,school_french,school
la balançoire,the swing,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_school/swing.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_school/swing.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_school/swing_school_french.pdf,french,school_french,school_french,school
poser une question,to ask a question,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_school/to_ask_a_question.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_school/to_ask_a_question.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_school/to_ask_a_question_school_french.pdf,french,school_french,school_french,school
répondre,to answer,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_school/to_answer.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_school/to_answer.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_school/to_answer_school_french.pdf,french,school_french,school_french,school
déjeuner,to eat lunch,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_school/to_eat_lunch.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_school/to_eat_lunch.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_school/to_eat_lunch_school_french.pdf,french,school_french,school_french,school
le crayon,the pencil,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/pencil.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/pencil.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/pencil_school_french.pdf,french,school_french,backpack_french,backpack
le stylo,the pen,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/pen.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/pen.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/pen_school_french.pdf,french,school_french,backpack_french,backpack
le cahier,the notebook,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/notebook.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/notebook.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/notebook_school_french.pdf,french,school_french,backpack_french,backpack
le livre,the book,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/book.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/book.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/book_school_french.pdf,french,school_french,backpack_french,backpack
la calculatrice,the calculator,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/calculator.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/calculator.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/calculator_school_french.pdf,french,school_french,backpack_french,backpack
le dictionnaire,the dictionary,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/dictionary.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/dictionary.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/dictionary_school_french.pdf,french,school_french,backpack_french,backpack
le papier,the paper,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/paper.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/paper.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/paper_school_french.pdf,french,school_french,backpack_french,backpack
la gomme,the eraser,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/eraser.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/eraser.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/eraser_school_french.pdf,french,school_french,backpack_french,backpack
les ciseaux,the scissors,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/scissors.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/scissors.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/scissors_school_french.pdf,french,school_french,backpack_french,backpack
lire,to read,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/to_read.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/to_read.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/to_read_school_french.pdf,french,school_french,backpack_french,backpack
écrire,to write,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/to_write.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/to_write.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/to_write_school_french.pdf,french,school_french,backpack_french,backpack
écouter,to listen,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/to_listen.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/to_listen.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/to_listen_school_french.pdf,french,school_french,backpack_french,backpack
étudier,to study,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_backpack/to_study.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_backpack/to_study.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_backpack/to_study_school_french.pdf,french,school_french,backpack_french,backpack
l’art,Art,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/art.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/art.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/art_school_french.pdf,french,school_french,subjects_french,subjects
les sciences,Science,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/science.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/science.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/science_school_french.pdf,french,school_french,subjects_french,subjects
l’éducation physique,Physical Education,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/physical_education.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/physical_education.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/physical_education_school_french.pdf,french,school_french,subjects_french,subjects
l’histoire,History,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/history.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/history.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/history_school_french.pdf,french,school_french,subjects_french,subjects
les maths,Math,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/math.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/math.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/math_school_french.pdf,french,school_french,subjects_french,subjects
la musique,Music,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/music.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/music.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/music_school_french.pdf,french,school_french,subjects_french,subjects
la géographie,Geography,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/geography.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/geography.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/geography_school_french.pdf,french,school_french,subjects_french,subjects
les langues,Languages,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/languages.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/languages.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/languages_school_french.pdf,french,school_french,subjects_french,subjects
l’ordinateur,the computer,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/computer.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/computer.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/computer_school_french.pdf,french,school_french,subjects_french,subjects
la carte,the map,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/map.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/map.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/map_school_french.pdf,french,school_french,subjects_french,subjects
apprendre,to learn,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/to_learn.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/to_learn.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/to_learn_school_french.pdf,french,school_french,subjects_french,subjects
enseigner,to teach,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_subjects/to_teach.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_subjects/to_teach.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_subjects/to_teach_school_french.pdf,french,school_french,subjects_french,subjects
le cercle,the circle,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/circle.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/circle.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/circle_school_french.pdf,french,school_french,lesson_french,lesson
le carré,the square,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/square.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/square.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/square_school_french.pdf,french,school_french,lesson_french,lesson
le rectangle,the rectangle,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/rectangle.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/rectangle.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/rectangle_school_french.pdf,french,school_french,lesson_french,lesson
le triangle,the triangle,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/triangle.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/triangle.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/triangle_school_french.pdf,french,school_french,lesson_french,lesson
l’examen,the test,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/test.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/test.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/test_school_french.pdf,french,school_french,lesson_french,lesson
le quiz,the quiz,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/quiz.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/quiz.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/quiz_school_french.pdf,french,school_french,lesson_french,lesson
les devoirs,the homework,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/homework.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/homework.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/homework_school_french.pdf,french,school_french,lesson_french,lesson
les camarades de classe,the classmates,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/classmates.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/classmates.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/classmates_school_french.pdf,french,school_french,lesson_french,lesson
dessiner,to draw,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/to_draw.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/to_draw.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/to_draw_school_french.pdf,french,school_french,lesson_french,lesson
parler,to speak,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/to_speak.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/to_speak.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/to_speak_school_french.pdf,french,school_french,lesson_french,lesson
arriver,to arrive,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/to_arrive.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/to_arrive.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/to_arrive_school_french.pdf,french,school_french,lesson_french,lesson
partir,to leave,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_images/images_lesson/to_leave.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_audio/audio_lesson/to_leave.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_school/subtheme/word_pdfs/pdfs_lesson/to_leave_school_french.pdf,french,school_french,lesson_french,lesson
les bagages,the luggage,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/luggage.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/luggage.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/luggage_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
la valise,the suitcase,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/suitcase.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/suitcase.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/suitcase_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
le bateau,the ship,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/ship.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/ship.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/ship_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
le train,the train,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/train.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/train.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/train_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
la voiture,the car,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/car.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/car.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/car_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
l’entrée,the entrance,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/entrance.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/entrance.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/entrance_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
la sortie,the exit,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/exit.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/exit.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/exit_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
les montagnes russes,the roller coaster,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/roller_coaster.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/roller_coaster.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/roller_coaster_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
au revoir,goodbye,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/goodbye.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/goodbye.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/goodbye_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
voyager,to travel,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/to_travel.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/to_travel.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_travel_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
faire la valise,to pack your bags,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/to_pack_your_bags.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/to_pack_your_bags.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_pack_your_bags_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
aller en vacances,to go on vacation,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/to_go_on_vacation.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/to_go_on_vacation.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_go_on_vacation_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
faire du camping,to camp,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_the_trip/to_camp.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_the_trip/to_camp.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_camp_the_trip_french.pdf,french,the_trip_french,the_trip_french,the_trip
l’avion,the airplane,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/airplane.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/airplane.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/airplane_the_trip_french.pdf,french,the_trip_french,airport_french,airport
le billet,the ticket,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/ticket.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/ticket.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/ticket_the_trip_french.pdf,french,the_trip_french,airport_french,airport
le pilote,the pilot,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/pilot.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/pilot.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/pilot_the_trip_french.pdf,french,the_trip_french,airport_french,airport
le vol,the flight,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/flight.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/flight.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/flight_the_trip_french.pdf,french,the_trip_french,airport_french,airport
le passager,the passenger (boy),http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/passenger_boy.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/passenger_boy.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/passenger_boy_the_trip_french.pdf,french,the_trip_french,airport_french,airport
la passagère,the passenger (girl),http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/passenger_girl.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/passenger_girl.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/passenger_girl_the_trip_french.pdf,french,the_trip_french,airport_french,airport
le siège,the seat,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/seat.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/seat.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/seat_the_trip_french.pdf,french,the_trip_french,airport_french,airport
la ceinture de sécurité,the seat belt,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/seat_belt.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/seat_belt.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/seat_belt_the_trip_french.pdf,french,the_trip_french,airport_french,airport
le contrôle de sécurité,the security,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/security.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/security.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/security_the_trip_french.pdf,french,the_trip_french,airport_french,airport
voler,to fly,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_images/images_airport/to_fly.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_audio/audio_airport/to_fly.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_french/theme_the_trip/subtheme/word_pdfs/pdfs_airport/to_fly_the_trip_french.pdf,french,the_trip_french,airport_french,airport
